"","APMC","Commodity","Type"
"2971","devani","gram","Multiplicative"
"2972","latur-murud","gram","Multiplicative"
"2973","chakur","gram","Multiplicative"
"2974","bhiwapur","gram","Multiplicative"
"2975","hingna","gram","Multiplicative"
"2976","kinwat","gram","Multiplicative"
"2977","deglur","gram","Multiplicative"
"2978","mukhed","gram","Multiplicative"
"2979","himayatnagar","gram","Multiplicative"
"2980","akkalkuwa","gram","Multiplicative"
"2981","taloda","gram","Multiplicative"
"2982","navapur","gram","Multiplicative"
"2983","lasalgaon-vinchur","gram","Multiplicative"
"2984","lasalgaon-niphad","gram","Multiplicative"
"2985","osmanabad","gram","Multiplicative"
"2986","paranda","gram","Multiplicative"
"2987","lohara","gram","Multiplicative"
"2988","pathari","gram","Multiplicative"
"2989","manwat","gram","Multiplicative"
"2990","pune","gram","Multiplicative"
"2991","indapur (nimgaon ketki)","gram","Multiplicative"
"2992","nira-saswad","gram","Multiplicative"
"2993","sangali","gram","Multiplicative"
"2994","atpadi","gram","Multiplicative"
"2995","lonand","gram","Multiplicative"
"2996","karmala","gram","Multiplicative"
"2997","kurdwadi-modnimb","gram","Multiplicative"
"2998","pandharpur","gram","Multiplicative"
"2999","kalyan","gram","Multiplicative"
"3000","ulhasnagar","gram","Multiplicative"
"3001","arvi","gram","Multiplicative"
"3002","samudrapur","gram","Multiplicative"
"3003","ashti-karanja","gram","Multiplicative"
"3004","malegaon (washim)","gram","Multiplicative"
"3005","ghatanji","gram","Multiplicative"
"3006","mahagaon","gram","Multiplicative"
"3007","ralegaon","gram","Multiplicative"
"3008","zarijamini","gram","Multiplicative"
"3009","shrirampur","grapes","Multiplicative"
"3010","rahata","grapes","Multiplicative"
"3011","chandrapur","grapes","Multiplicative"
"3012","jalgaon","grapes","Multiplicative"
"3013","kolhapur","grapes","Multiplicative"
"3014","nashik","grapes","Multiplicative"
"3015","osmanabad","grapes","Multiplicative"
"3016","ratanagari","grapes","Multiplicative"
"3017","sangli-phale bhajipalam","grapes","Multiplicative"
"3018","karad","grapes","Multiplicative"
"3019","barshi","grapes","Multiplicative"
"3020","solapur","grapes","Multiplicative"
"3021","amarawati","green-peas","Multiplicative"
"3022","chandrapur-ganjwad","green-peas","Multiplicative"
"3023","jalgaon","green-peas","Multiplicative"
"3024","kolhapur","green-peas","Multiplicative"
"3025","ramtek","green-peas","Multiplicative"
"3026","khed-chakan","green-peas","Multiplicative"
"3027","manchar","green-peas","Multiplicative"
"3028","palus","green-peas","Multiplicative"
"3029","rahata","green chilli","Multiplicative"
"3030","ahmednagar","green chilli","Multiplicative"
"3031","rahuri","green chilli","Multiplicative"
"3032","amarawati","green chilli","Multiplicative"
"3033","kolhapur","green chilli","Multiplicative"
"3034","vadgaon peth","green chilli","Multiplicative"
"3035","ramtek","green chilli","Multiplicative"
"3036","navapur","green chilli","Multiplicative"
"3037","khed-chakan","green chilli","Multiplicative"
"3038","junnar-otur","green chilli","Multiplicative"
"3039","barshi","green chilli","Multiplicative"
"3040","pathardi","green gram","Multiplicative"
"3041","shevgaon","green gram","Multiplicative"
"3042","balapur","green gram","Multiplicative"
"3043","akot","green gram","Multiplicative"
"3044","nandgaon khandeshwar","green gram","Multiplicative"
"3045","paithan","green gram","Multiplicative"
"3046","pavani","green gram","Multiplicative"
"3047","lakhandur","green gram","Multiplicative"
"3048","sangrampur-varvatbakal","green gram","Multiplicative"
"3049","rajura","green gram","Multiplicative"
"3050","varora","green gram","Multiplicative"
"3051","dondaicha-sindkheda","green gram","Multiplicative"
"3052","sengaon","green gram","Multiplicative"
"3053","akhadabalapur","green gram","Multiplicative"
"3054","kalamnuri","green gram","Multiplicative"
"3055","pachora","green gram","Multiplicative"
"3056","jamner","green gram","Multiplicative"
"3057","jamner-neri","green gram","Multiplicative"
"3058","parola","green gram","Multiplicative"
"3059","ambad(vadi godri)","green gram","Multiplicative"
"3060","bhokardan","green gram","Multiplicative"
"3061","bhokardan-pimpalgaon renu","green gram","Multiplicative"
"3062","jafrabad","green gram","Multiplicative"
"3063","ashti (jalna)","green gram","Multiplicative"
"3064","aurad shahajani","green gram","Multiplicative"
"3065","bhiwapur","green gram","Multiplicative"
"3066","mandhal","green gram","Multiplicative"
"3067","katol","green gram","Multiplicative"
"3068","savner","green gram","Multiplicative"
"3069","mudkhed","green gram","Multiplicative"
"3070","mukhed","green gram","Multiplicative"
"3071","umari","green gram","Multiplicative"
"3072","himayatnagar","green gram","Multiplicative"
"3073","mahur","green gram","Multiplicative"
"3074","akkalkuwa","green gram","Multiplicative"
"3075","taloda","green gram","Multiplicative"
"3076","lasalgaon-vinchur","green gram","Multiplicative"
"3077","paranda","green gram","Multiplicative"
"3078","manwat","green gram","Multiplicative"
"3079","pune-pimpri","green gram","Multiplicative"
"3080","kurdwadi-modnimb","green gram","Multiplicative"
"3081","karmala","green gram","Multiplicative"
"3082","kalyan","green gram","Multiplicative"
"3083","ulhasnagar","green gram","Multiplicative"
"3084","manora","green gram","Multiplicative"
"3085","risod","green gram","Multiplicative"
"3086","malegaon (washim)","green gram","Multiplicative"
"3087","aarni","green gram","Multiplicative"
"3088","digras","green gram","Multiplicative"
"3089","ahmednagar","green peas (dry)","Multiplicative"
"3090","vaijapur","green peas (dry)","Multiplicative"
"3091","kej","green peas (dry)","Multiplicative"
"3092","bhandara","green peas (dry)","Multiplicative"
"3093","lakhandur","green peas (dry)","Multiplicative"
"3094","kamthi","green peas (dry)","Multiplicative"
"3095","mandhal","green peas (dry)","Multiplicative"
"3096","umared","green peas (dry)","Multiplicative"
"3097","ramtek","green peas (dry)","Multiplicative"
"3098","navapur","green peas (dry)","Multiplicative"
"3099","devala","green peas (dry)","Multiplicative"
"3100","umarga","green peas (dry)","Multiplicative"
"3101","indapur-bhigwan","green peas (dry)","Multiplicative"
"3102","pune-pimpri","green peas (dry)","Multiplicative"
"3103","shirur","green peas (dry)","Multiplicative"
"3104","patan","green peas (dry)","Multiplicative"
"3105","kalyan","green peas (dry)","Multiplicative"
"3106","ahmednagar","ground nut pods (dry)","Multiplicative"
"3107","shrigonda","ground nut pods (dry)","Multiplicative"
"3108","rahuri","ground nut pods (dry)","Multiplicative"
"3109","akot","ground nut pods (dry)","Multiplicative"
"3110","achalpur","ground nut pods (dry)","Multiplicative"
"3111","anajngaon surji","ground nut pods (dry)","Multiplicative"
"3112","aurangabad","ground nut pods (dry)","Multiplicative"
"3113","kada","ground nut pods (dry)","Multiplicative"
"3114","kej","ground nut pods (dry)","Multiplicative"
"3115","kille dharur","ground nut pods (dry)","Multiplicative"
"3116","sangrampur","ground nut pods (dry)","Multiplicative"
"3117","dondaicha-sindkheda","ground nut pods (dry)","Multiplicative"
"3118","armori","ground nut pods (dry)","Multiplicative"
"3119","aheri","ground nut pods (dry)","Multiplicative"
"3120","sengaon","ground nut pods (dry)","Multiplicative"
"3121","jawala-bajar","ground nut pods (dry)","Multiplicative"
"3122","pachora","ground nut pods (dry)","Multiplicative"
"3123","kolhapur","ground nut pods (dry)","Multiplicative"
"3124","mumbai","ground nut pods (dry)","Multiplicative"
"3125","ramtek","ground nut pods (dry)","Multiplicative"
"3126","nanded","ground nut pods (dry)","Multiplicative"
"3127","naigaon","ground nut pods (dry)","Multiplicative"
"3128","navapur","ground nut pods (dry)","Multiplicative"
"3129","satana","ground nut pods (dry)","Multiplicative"
"3130","devala","ground nut pods (dry)","Multiplicative"
"3131","manwat","ground nut pods (dry)","Multiplicative"
"3132","manchar","ground nut pods (dry)","Multiplicative"
"3133","indapur (nimgaon ketki)","ground nut pods (dry)","Multiplicative"
"3134","dound","ground nut pods (dry)","Multiplicative"
"3135","karad","ground nut pods (dry)","Multiplicative"
"3136","kurdwadi","ground nut pods (dry)","Multiplicative"
"3137","manora","ground nut pods (dry)","Multiplicative"
"3138","ner parasopant","ground nut pods (dry)","Multiplicative"
"3139","pusad","ground nut pods (dry)","Multiplicative"
"3140","zarijamini","ground nut pods (dry)","Multiplicative"
"3141","ghatanji","ground nut pods (dry)","Multiplicative"
"3142","rahuri","guava","Multiplicative"
"3143","amarawati","guava","Multiplicative"
"3144","kolhapur","guava","Multiplicative"
"3145","ramtek","guava","Multiplicative"
"3146","osmanabad","guava","Multiplicative"
"3147","barshi","guava","Multiplicative"
"3148","kalyan","gulchadi","Multiplicative"
"3149","amarawati","harbara(pendi)","Multiplicative"
"3150","kolhapur","harbara(pendi)","Multiplicative"
"3151","umarga","hemp-seed","Multiplicative"
"3152","akole","hilda","Multiplicative"
"3153","vaijapur","horse gram","Multiplicative"
"3154","kada","horse gram","Multiplicative"
"3155","gondpimpri","horse gram","Multiplicative"
"3156","chandrapur","horse gram","Multiplicative"
"3157","aheri","horse gram","Multiplicative"
"3158","nandurbar","horse gram","Multiplicative"
"3159","lasalgaon","horse gram","Multiplicative"
"3160","jintur","horse gram","Multiplicative"
"3161","indapur","horse gram","Multiplicative"
"3162","sangali","horse gram","Multiplicative"
"3163","bhandara","indian bean","Multiplicative"
"3164","chandrapur","indian bean","Multiplicative"
"3165","aheri","indian bean","Multiplicative"
"3166","kalyan","indian bean","Multiplicative"
"3167","kamthi","jack fruit","Multiplicative"
"3168","nagpur","jack fruit","Multiplicative"
"3169","ramtek","jack fruit","Multiplicative"
"3170","chandrapur-ganjwad","jack fruit(raw)","Multiplicative"
"3171","kamthi","jack fruit(raw)","Multiplicative"
"3172","pune","jack fruit(raw)","Multiplicative"
"3173","ahmednagar","jaggery","Multiplicative"
"3174","ashti (jalna)","jaggery","Multiplicative"
"3175","udgir","jaggery","Multiplicative"
"3176","umarga","jaggery","Multiplicative"
"3177","indapur","jaggery","Multiplicative"
"3178","pune-pimpri","jaggery","Multiplicative"
"3179","shirur","jaggery","Multiplicative"
"3180","solapur","jaggery","Multiplicative"
"3181","kalyan","jaggery","Multiplicative"
"3182","ulhasnagar","jaggery","Multiplicative"
"3183","aurangabad","jambhul","Multiplicative"
"3184","chandrapur","jambhul","Multiplicative"
"3185","jalgaon","jambhul","Multiplicative"
"3186","kamthi","jambhul","Multiplicative"
"3187","ramtek","jambhul","Multiplicative"
"3188","barshi","jambhul","Multiplicative"
"3189","kalyan","kagda","Multiplicative"
"3190","kamthi","kand","Multiplicative"
"3191","ramtek","kand","Multiplicative"
"3192","rahata","kanda pat","Multiplicative"
"3193","kolhapur","kanda pat","Multiplicative"
"3194","khed","kanda pat","Multiplicative"
"3195","pune-pimpri","kanda pat","Multiplicative"
"3196","ratanagari","kanda pat","Multiplicative"
"3197","karad","kanda pat","Multiplicative"
"3198","vai","kanda pat","Multiplicative"
"3199","rahata","kardai","Multiplicative"
"3200","ramtek","karvand","Multiplicative"
"3201","ramtek","kharbuj","Multiplicative"
"3202","osmanabad","kharbuj","Multiplicative"
"3203","ahmednagar","ladies finger","Multiplicative"
"3204","rahuri","ladies finger","Multiplicative"
"3205","amarawati","ladies finger","Multiplicative"
"3206","kolhapur","ladies finger","Multiplicative"
"3207","chandvad","ladies finger","Multiplicative"
"3208","khed-chakan","ladies finger","Multiplicative"
"3209","junnar-otur","ladies finger","Multiplicative"
"3210","panvel","ladies finger","Multiplicative"
"3211","palus","ladies finger","Multiplicative"
"3212","ahmednagar","lemon","Multiplicative"
"3213","amarawati","lemon","Multiplicative"
"3214","kolhapur","lemon","Multiplicative"
"3215","ramtek","lemon","Multiplicative"
"3216","pune","lemon","Multiplicative"
"3217","dound","lemon","Multiplicative"
"3218","pune-manjri","lemon","Multiplicative"
"3219","karad","lemon","Multiplicative"
"3220","akluj","lemon","Multiplicative"
"3221","kalyan","lemon","Multiplicative"
"3222","vaijapur","lentil","Multiplicative"
"3223","nagpur","lentil","Multiplicative"
"3224","mandhal","lentil","Multiplicative"
"3225","pune-pimpri","lentil","Multiplicative"
"3226","amarawati","linseed","Multiplicative"
"3227","bhandara","linseed","Multiplicative"
"3228","lakhandur","linseed","Multiplicative"
"3229","aheri","linseed","Multiplicative"
"3230","ausa","linseed","Multiplicative"
"3231","bhiwapur","linseed","Multiplicative"
"3232","mandhal","linseed","Multiplicative"
"3233","nagpur","linseed","Multiplicative"
"3234","ramtek","linseed","Multiplicative"
"3235","kalamb (os)","linseed","Multiplicative"
"3236","tuljapur","linseed","Multiplicative"
"3237","shrirampur-belapur","maize","Multiplicative"
"3238","shrigonda","maize","Multiplicative"
"3239","akot","maize","Multiplicative"
"3240","akola","maize","Multiplicative"
"3241","balapur","maize","Multiplicative"
"3242","dharni","maize","Multiplicative"
"3243","varud","maize","Multiplicative"
"3244","soygaon","maize","Multiplicative"
"3245","paithan","maize","Multiplicative"
"3246","buldhana","maize","Multiplicative"
"3247","buldhana-dhad","maize","Multiplicative"
"3248","sangrampur-varvatbakal","maize","Multiplicative"
"3249","sindkhed raja","maize","Multiplicative"
"3250","dondaicha-sindkheda","maize","Multiplicative"
"3251","jamner","maize","Multiplicative"
"3252","jamner-neri","maize","Multiplicative"
"3253","pachora","maize","Multiplicative"
"3254","parola","maize","Multiplicative"
"3255","ashti (jalna)","maize","Multiplicative"
"3256","latur-murud","maize","Multiplicative"
"3257","katol","maize","Multiplicative"
"3258","nagpur","maize","Multiplicative"
"3259","bhokar","maize","Multiplicative"
"3260","loha","maize","Multiplicative"
"3261","kinwat","maize","Multiplicative"
"3262","nanded","maize","Multiplicative"
"3263","dhadgaon","maize","Multiplicative"
"3264","akkalkuwa","maize","Multiplicative"
"3265","lasalgaon-vinchur","maize","Multiplicative"
"3266","chandvad","maize","Multiplicative"
"3267","umrane","maize","Multiplicative"
"3268","lasalgaon-niphad","maize","Multiplicative"
"3269","paranda","maize","Multiplicative"
"3270","lohara","maize","Multiplicative"
"3271","osmanabad","maize","Multiplicative"
"3272","washi(osmanabad)","maize","Multiplicative"
"3273","sonpeth","maize","Multiplicative"
"3274","nira","maize","Multiplicative"
"3275","indapur (nimgaon ketki)","maize","Multiplicative"
"3276","nira-saswad","maize","Multiplicative"
"3277","atpadi","maize","Multiplicative"
"3278","sangli-miraj","maize","Multiplicative"
"3279","kurdwadi-modnimb","maize","Multiplicative"
"3280","ahmednagar","maize(corn.)","Multiplicative"
"3281","shrirampur","maize(corn.)","Multiplicative"
"3282","amarawati","maize(corn.)","Multiplicative"
"3283","vadgaon peth","maize(corn.)","Multiplicative"
"3284","kolhapur","maize(corn.)","Multiplicative"
"3285","ramtek","maize(corn.)","Multiplicative"
"3286","khamgaon","male lamb","Multiplicative"
"3287","brahmpuri","male lamb","Multiplicative"
"3288","korpana","male lamb","Multiplicative"
"3289","shrirampur","mango","Multiplicative"
"3290","aurangabad","mango","Multiplicative"
"3291","chandrapur","mango","Multiplicative"
"3292","jalgaon","mango","Multiplicative"
