"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","outlier"
"2329","jalna","black gram",2016,"June",5,11802,11802,11802,"2016-06","Jalna","Maharashtra",TRUE
"2333","ghansawangi","black gram",2016,"October",10,2500,3000,2800,"2016-10","Jalna","Maharashtra",TRUE
"2477","pune","black gram",2016,"April",29,11857,13221,12836,"2016-04","Pune","Maharashtra",TRUE
"2480","pune","black gram",2016,"August",96,12244,13350,12983,"2016-08","Pune","Maharashtra",TRUE
"2481","pune","black gram",2016,"February",214,10678,12250,11756,"2016-02","Pune","Maharashtra",TRUE
"2482","pune-pimpri","black gram",2016,"February",5,10800,12000,11800,"2016-02","Pune","Maharashtra",TRUE
"2487","pune","black gram",2016,"July",48,12745,14082,13732,"2016-07","Pune","Maharashtra",TRUE
"2490","pune","black gram",2016,"June",249,13280,14755,14323,"2016-06","Pune","Maharashtra",TRUE
"2493","pune","black gram",2016,"March",54,10347,12267,11887,"2016-03","Pune","Maharashtra",TRUE
"2496","pune","black gram",2016,"May",88,13200,14410,14055,"2016-05","Pune","Maharashtra",TRUE
"2560","kalyan","black gram",2016,"August",18,12317,12833,12567,"2016-08","Thane","Maharashtra",TRUE
"25632","kalyan","black gram",2016,"July",15,12960,13300,13120,"2016-07","Thane","Maharashtra",TRUE
"2565","kalyan","black gram",2016,"May",9,14000,14733,14467,"2016-05","Thane","Maharashtra",TRUE
"2566","kalyan","black gram",2016,"September",6,11250,12500,11900,"2016-09","Thane","Maharashtra",TRUE
"2583","mangrulpeer","black gram",2016,"June",95,10249,13513,12797,"2016-06","Wasim","Maharashtra",TRUE
"2634","wardha","black gram",2016,"November",12,2886,2886,2886,"2016-11","Wardha","Maharashtra",TRUE
"2646","bori","black gram",2016,"November",7,2420,2606,2606,"2016-11","Parbhani","Maharashtra",TRUE
"2776","sangli-phale bhajipalam","bor",2016,"September",5,3500,4500,4000,"2016-09","Sangli","Maharashtra",TRUE
"2982","panvel","bottle gourd",2016,"April",140,2283,2667,2475,"2016-04","Raigad","Maharashtra",TRUE
"2986","panvel","bottle gourd",2016,"July",312,2892,3300,3096,"2016-07","Raigad","Maharashtra",TRUE
"2987","panvel","bottle gourd",2016,"June",670,2312,2659,2482,"2016-06","Raigad","Maharashtra",TRUE
"2996","ratanagari","bottle gourd",2016,"June",11,2000,2500,2300,"2016-06","Ratnagiri","Maharashtra",TRUE
"2997","ratanagari","bottle gourd",2016,"March",56,2067,2500,2300,"2016-03","Ratnagiri","Maharashtra",TRUE
"2998","ratanagari","bottle gourd",2016,"May",31,2200,3167,2767,"2016-05","Ratnagiri","Maharashtra",TRUE
"3037","murbad","bottle gourd",2016,"April",59,3000,3500,3300,"2016-04","Thane","Maharashtra",TRUE
"3039","murbad","bottle gourd",2016,"August",39,2350,2800,2550,"2016-08","Thane","Maharashtra",TRUE
"3041","murbad","bottle gourd",2016,"February",58,3500,4200,3800,"2016-02","Thane","Maharashtra",TRUE
"3043","murbad","bottle gourd",2016,"January",178,2560,3020,2780,"2016-01","Thane","Maharashtra",TRUE
"3045","murbad","bottle gourd",2016,"July",19,4000,5000,4500,"2016-07","Thane","Maharashtra",TRUE
"3047","murbad","bottle gourd",2016,"June",124,2780,3620,3300,"2016-06","Thane","Maharashtra",TRUE
"3051","murbad","bottle gourd",2016,"May",22,2500,3000,2700,"2016-05","Thane","Maharashtra",TRUE
"3212","mumbai","brinjal",2016,"October",10115,4054,8400,6208,"2016-10","Mumbai","Maharashtra",TRUE
"3279","nashik","brinjal",2016,"June",4915,3773,5550,4653,"2016-06","Nasik","Maharashtra",TRUE
"3285","nashik","brinjal",2016,"October",3239,3630,5748,4739,"2016-10","Nasik","Maharashtra",TRUE
"3289","osmanabad","brinjal",2016,"August",12,2500,6167,4333,"2016-08","Osmanabad","Maharashtra",TRUE
"3360","pune-pimpri","brinjal",2016,"October",29,3815,4325,4153,"2016-10","Pune","Maharashtra",TRUE
"3443","satara","brinjal",2016,"October",372,3519,4346,3933,"2016-10","Satara","Maharashtra",TRUE
"3511","murbad","brinjal",2016,"July",532,5047,5800,5393,"2016-07","Thane","Maharashtra",TRUE
"3581","akluj","buffalo",2016,"March",21,4500,6000,6000,"2016-03","Solapur","Maharashtra",TRUE
"3589","jintur","bullack",2016,"January",4,1575,1575,1575,"2016-01","Parbhani","Maharashtra",TRUE
"3593","malegaon (washim)","bullack",2016,"February",23,8000,40000,27000,"2016-02","Wasim","Maharashtra",TRUE
"3628","amarawati-fruit and vegetables","cabbage",2016,"April",610,2782,3029,2918,"2016-04","Amaravathi","Maharashtra",TRUE
"3629","amarawati","cabbage",2016,"August",261,2533,2794,2664,"2016-08","Amaravathi","Maharashtra",TRUE
"3635","amarawati","cabbage",2016,"July",78,3186,3600,3393,"2016-07","Amaravathi","Maharashtra",TRUE
"3636","amarawati-fruit and vegetables","cabbage",2016,"July",254,2508,2796,2648,"2016-07","Amaravathi","Maharashtra",TRUE
"3637","amarawati","cabbage",2016,"June",135,2973,3273,3123,"2016-06","Amaravathi","Maharashtra",TRUE
"3638","amarawati-fruit and vegetables","cabbage",2016,"June",296,2446,2800,2623,"2016-06","Amaravathi","Maharashtra",TRUE
"3642","amarawati-fruit and vegetables","cabbage",2016,"May",113,2273,2582,2427,"2016-05","Amaravathi","Maharashtra",TRUE
"3737","kamthi","cabbage",2016,"July",92,1804,3057,2539,"2016-07","Nagpur","Maharashtra",TRUE
"3771","ghoti","cabbage",2016,"July",93,2221,2485,2353,"2016-07","Nasik","Maharashtra",TRUE
"3772","nashik","cabbage",2016,"July",9966,1666,3193,2495,"2016-07","Nasik","Maharashtra",TRUE
"3787","osmanabad","cabbage",2016,"July",120,2218,2746,2471,"2016-07","Osmanabad","Maharashtra",TRUE
"3824","pune-pimpri","cabbage",2016,"July",146,2214,2924,2666,"2016-07","Pune","Maharashtra",TRUE
"3825","junnar-otur","cabbage",2016,"June",833,908,2557,2448,"2016-06","Pune","Maharashtra",TRUE
"3833","pune-pimpri","cabbage",2016,"June",295,2236,2732,2531,"2016-06","Pune","Maharashtra",TRUE
"3871","panvel","cabbage",2016,"July",1595,2618,2982,2800,"2016-07","Raigad","Maharashtra",TRUE
"3872","panvel","cabbage",2016,"June",1955,2495,2864,2677,"2016-06","Raigad","Maharashtra",TRUE
"3881","ratanagari","cabbage",2016,"July",455,2118,2926,2547,"2016-07","Ratnagiri","Maharashtra",TRUE
"3917","patan","cabbage",2016,"July",427,2260,2780,2520,"2016-07","Satara","Maharashtra",TRUE
"3919","vai","cabbage",2016,"July",358,2063,2563,2380,"2016-07","Satara","Maharashtra",TRUE
"3922","satara","cabbage",2016,"June",668,2077,2827,2450,"2016-06","Satara","Maharashtra",TRUE
"3982","murbad","cabbage",2016,"August",180,2220,2950,2540,"2016-08","Thane","Maharashtra",TRUE
"3984","murbad","cabbage",2016,"February",174,2300,2767,2500,"2016-02","Thane","Maharashtra",TRUE
"3986","murbad","cabbage",2016,"January",763,2489,2911,2706,"2016-01","Thane","Maharashtra",TRUE
"3988","murbad","cabbage",2016,"July",135,4357,5214,4771,"2016-07","Thane","Maharashtra",TRUE
"3990","murbad","cabbage",2016,"June",259,4120,4990,4580,"2016-06","Thane","Maharashtra",TRUE
"3992","murbad","cabbage",2016,"March",93,2600,3250,3000,"2016-03","Thane","Maharashtra",TRUE
"4076","amarawati-fruit and vegetables","capsicum",2016,"July",4,7000,8000,7500,"2016-07","Amaravathi","Maharashtra",TRUE
"4154","kamthi","capsicum",2016,"July",26,4850,9850,7490,"2016-07","Nagpur","Maharashtra",TRUE
"4179","nashik","capsicum",2016,"June",5857,5254,8208,6808,"2016-06","Nasik","Maharashtra",TRUE
"4325","murbad","capsicum",2016,"July",127,7850,8910,8420,"2016-07","Thane","Maharashtra",TRUE
"4382","ahmednagar","carrot",2016,"August",1,3500,3500,3500,"2016-08","Ahmadnagar","Maharashtra",TRUE
"4584","akluj","carrot",2016,"June",56,2050,3450,3450,"2016-06","Solapur","Maharashtra",TRUE
"4598","kalyan","carrot",2016,"July",66,3259,3777,3540,"2016-07","Thane","Maharashtra",TRUE
"4640","mumbai","cashewnuts",2016,"September",21920,87895,133684,110789,"2016-09","Mumbai","Maharashtra",TRUE
"46491","vaijapur","castor seed",2016,"April",3,4167,4167,4167,"2016-04","Aurangabad","Maharashtra",TRUE
"4680","dhule","castor seed",2016,"June",13,1890,1890,1890,"2016-06","Dhule","Maharashtra",TRUE
"4694","bhokardan-pimpalgaon renu","castor seed",2016,"August",11,3900,4000,3950,"2016-08","Jalna","Maharashtra",TRUE
"4699","ahmedpur","castor seed",2016,"August",2,2101,2101,2101,"2016-08","Latur","Maharashtra",TRUE
"4770","pune-moshi","chavli (pala)",2016,"June",2,3000,4000,3500,"2016-06","Pune","Maharashtra",TRUE
"4772","pune","chavli (pala)",2016,"May",7,2000,3500,3200,"2016-05","Pune","Maharashtra",TRUE
"4774","pune-pimpri","chavli (pala)",2016,"May",11,2500,3250,2915,"2016-05","Pune","Maharashtra",TRUE
"4778","kurdwadi","chavli (pala)",2016,"September",3,3000,3000,3000,"2016-09","Solapur","Maharashtra",TRUE
"4785","ahmednagar","chavli (shenga )",2016,"September",1,6500,6500,6500,"2016-09","Ahmadnagar","Maharashtra",TRUE
"4811","mumbai","chavli (shenga )",2016,"February",1113,5300,6200,5750,"2016-02","Mumbai","Maharashtra",TRUE
"5029","sangli-phale bhajipalam","chikoo",2016,"October",2350,3067,7333,4667,"2016-10","Sangli","Maharashtra",TRUE
"5049","barshi","chikoo",2016,"February",144,121,228,182,"2016-02","Solapur","Maharashtra",TRUE
"5053","barshi","chikoo",2016,"January",134,115,232,185,"2016-01","Solapur","Maharashtra",TRUE
"5062","barshi","chikoo",2016,"March",264,151,228,191,"2016-03","Solapur","Maharashtra",TRUE
"5082","chandrapur","chikoo",2016,"November",15,3250,4750,4000,"2016-11","Chandrapur","Maharashtra",TRUE
"5084","sangli-phale bhajipalam","chikoo",2016,"November",1021,3615,6923,4231,"2016-11","Sangli","Maharashtra",TRUE
"5087","akluj","chikoo",2016,"November",62,3500,5014,4300,"2016-11","Solapur","Maharashtra",TRUE
"5111","anajngaon surji","chillies(red)",2016,"June",41,8750,29750,28000,"2016-06","Amaravathi","Maharashtra",TRUE
"5161","kolhapur-laxmipuri","chillies(red)",2016,"April",910,17875,26250,20800,"2016-04","Kolhapur","Maharashtra",TRUE
"5166","kolhapur-laxmipuri","chillies(red)",2016,"July",19,18667,23917,21167,"2016-07","Kolhapur","Maharashtra",TRUE
"5167","kolhapur-laxmipuri","chillies(red)",2016,"June",165,20000,24769,22000,"2016-06","Kolhapur","Maharashtra",TRUE
"5171","kolhapur-laxmipuri","chillies(red)",2016,"May",685,19280,25000,20480,"2016-05","Kolhapur","Maharashtra",TRUE
"5258","pune","chillies(red)",2016,"October",2373,18864,21727,20450,"2016-10","Pune","Maharashtra",TRUE
"5312","pune","chillies(red)",2016,"November",2117,20361,23139,21839,"2016-11","Pune","Maharashtra",TRUE
"5343","rahata","cluster bean",2016,"June",2,7250,7250,7250,"2016-06","Ahmadnagar","Maharashtra",TRUE
"5532","pune-manjri","cluster bean",2016,"March",15,6500,8750,7650,"2016-03","Pune","Maharashtra",TRUE
"5762","kolhapur","coriander",2016,"April",440,3500,11458,7221,"2016-04","Kolhapur","Maharashtra",TRUE
"5775","kolhapur","coriander",2016,"June",405,5204,14511,8872,"2016-06","Kolhapur","Maharashtra",TRUE
"5776","kolhapur-malkapur","coriander",2016,"June",9,3267,10733,6168,"2016-06","Kolhapur","Maharashtra",TRUE
"5803","kalmeshwar","coriander",2016,"July",51,5668,6122,5966,"2016-07","Nagpur","Maharashtra",TRUE
"5806","parshiwani","coriander",2016,"July",1,10000,10000,10000,"2016-07","Nagpur","Maharashtra",TRUE
"5807","ramtek","coriander",2016,"July",66,5772,7103,6427,"2016-07","Nagpur","Maharashtra",TRUE
"5808","kalmeshwar","coriander",2016,"June",49,5834,6423,6227,"2016-06","Nagpur","Maharashtra",TRUE
"6034","pune","coriander (dry)",2016,"August",445,9471,14559,12770,"2016-08","Pune","Maharashtra",TRUE
"6035","pune","coriander (dry)",2016,"February",1647,10265,15300,13618,"2016-02","Pune","Maharashtra",TRUE
"6038","pune","coriander (dry)",2016,"January",803,10736,15455,14273,"2016-01","Pune","Maharashtra",TRUE
"6039","pune-pimpri","coriander (dry)",2016,"January",549,11714,16857,14929,"2016-01","Pune","Maharashtra",TRUE
"6040","pune","coriander (dry)",2016,"July",572,9412,13706,12759,"2016-07","Pune","Maharashtra",TRUE
"6041","pune","coriander (dry)",2016,"June",1257,8705,15100,12833,"2016-06","Pune","Maharashtra",TRUE
"6067","kalyan","coriander (dry)",2016,"March",6,12000,16000,14000,"2016-03","Thane","Maharashtra",TRUE
"6094","akot","cotton",2016,"June",750,5405,5470,5438,"2016-06","Akola","Maharashtra",TRUE
"6103","dharni","cotton",2016,"April",20,3500,3600,3550,"2016-04","Amaravathi","Maharashtra",TRUE
"6114","amarawati","cotton",2016,"June",1899,5524,5662,5591,"2016-06","Amaravathi","Maharashtra",TRUE
"6228","jafrabad","cotton",2016,"June",70,1300,1500,1400,"2016-06","Jalna","Maharashtra",TRUE
"6564","dound","cowpea",2016,"July",34,8379,8759,8659,"2016-07","Pune","Maharashtra",TRUE
"6755","ghoti","cucumber",2016,"January",3,3800,3800,3800,"2016-01","Nasik","Maharashtra",TRUE
"6796","pune-manjri","cucumber",2016,"February",12,3000,3750,3400,"2016-02","Pune","Maharashtra",TRUE
"7057","amarawati","custard apple",2016,"October",33,6814,14143,10429,"2016-10","Amaravathi","Maharashtra",TRUE
"7153","kamthi","dhemse",2016,"March",21,2257,7714,5064,"2016-03","Nagpur","Maharashtra",TRUE
"7238","khed","farshi",2016,"July",13,5755,8005,7000,"2016-07","Pune","Maharashtra",TRUE
"7241","junnar-otur","farshi",2016,"June",226,2679,6541,6250,"2016-06","Pune","Maharashtra",TRUE
"7243","khed-chakan","farshi",2016,"June",483,6250,7846,7077,"2016-06","Pune","Maharashtra",TRUE
"7286","aurangabad","fig",2016,"June",7,9500,11000,10250,"2016-06","Aurangabad","Maharashtra",TRUE
"7310","ahmednagar","flower",2016,"June",893,725,5167,2946,"2016-06","Ahmadnagar","Maharashtra",TRUE
"7326","amarawati","flower",2016,"April",48,3100,3300,3200,"2016-04","Amaravathi","Maharashtra",TRUE
"7330","amarawati-fruit and vegetables","flower",2016,"July",121,3523,3968,3768,"2016-07","Amaravathi","Maharashtra",TRUE
"7331","amarawati-fruit and vegetables","flower",2016,"June",144,2800,3110,2955,"2016-06","Amaravathi","Maharashtra",TRUE
"7340","aurangabad","flower",2016,"June",799,2862,3700,3287,"2016-06","Aurangabad","Maharashtra",TRUE
"7364","jalgaon","flower",2016,"July",299,2641,4191,3377,"2016-07","Jalgaon","Maharashtra",TRUE
"73651","jalgaon","flower",2016,"June",305,2610,4038,3346,"2016-06","Jalgaon","Maharashtra",TRUE
"7388","vadgaon peth","flower",2016,"June",129,1833,3533,3193,"2016-06","Kolhapur","Maharashtra",TRUE
"7427","kamthi","flower",2016,"July",97,2105,4477,3391,"2016-07","Nagpur","Maharashtra",TRUE
"7480","osmanabad","flower",2016,"April",18,1833,4000,2917,"2016-04","Osmanabad","Maharashtra",TRUE
"7484","osmanabad","flower",2016,"July",132,2270,4557,3407,"2016-07","Osmanabad","Maharashtra",TRUE
"7485","osmanabad","flower",2016,"June",55,3350,5450,4420,"2016-06","Osmanabad","Maharashtra",TRUE
"7487","osmanabad","flower",2016,"May",52,1858,3958,2908,"2016-05","Osmanabad","Maharashtra",TRUE
"7570","panvel","flower",2016,"June",450,2775,3175,2963,"2016-06","Raigad","Maharashtra",TRUE
"7575","ratanagari","flower",2016,"April",632,2579,3974,3316,"2016-04","Ratnagiri","Maharashtra",TRUE
"7576","ratanagari","flower",2016,"August",741,2583,3444,3033,"2016-08","Ratnagiri","Maharashtra",TRUE
"7578","ratanagari","flower",2016,"January",1074,2650,3550,3110,"2016-01","Ratnagiri","Maharashtra",TRUE
"7579","ratanagari","flower",2016,"July",749,2529,3500,3035,"2016-07","Ratnagiri","Maharashtra",TRUE
"7580","ratanagari","flower",2016,"June",963,2636,3773,3241,"2016-06","Ratnagiri","Maharashtra",TRUE
"7582","ratanagari","flower",2016,"May",1129,2636,3773,3218,"2016-05","Ratnagiri","Maharashtra",TRUE
"7622","satara","flower",2016,"June",902,2692,3373,3031,"2016-06","Satara","Maharashtra",TRUE
"7718","mumbai","french bean",2016,"June",860,5500,6182,5809,"2016-06","Mumbai","Maharashtra",TRUE
"7720","mumbai","french bean",2016,"May",3080,4600,5328,4989,"2016-05","Mumbai","Maharashtra",TRUE
"7727","vai","french bean",2016,"March",9,700,1000,940,"2016-03","Satara","Maharashtra",TRUE
"7841","kamthi","garlic",2016,"February",16,7333,20000,14667,"2016-02","Nagpur","Maharashtra",TRUE
"7844","kamthi","garlic",2016,"January",35,5500,24667,16083,"2016-01","Nagpur","Maharashtra",TRUE
"8024","ahmednagar","ghevda",2016,"May",56,7667,8667,8167,"2016-05","Ahmadnagar","Maharashtra",TRUE
"8042","nashik","ghevda",2016,"June",870,6262,8297,7317,"2016-06","Nasik","Maharashtra",TRUE
"8044","nashik","ghevda",2016,"May",1502,6597,8858,7666,"2016-05","Nasik","Maharashtra",TRUE
"8073","junnar-otur","ghevda",2016,"June",12,3750,8438,8100,"2016-06","Pune","Maharashtra",TRUE
"8147","kalyan","ghevda",2016,"June",75,7440,8644,8064,"2016-06","Thane","Maharashtra",TRUE
"8220","nashik","ghosali(bhaji)",2016,"May",42,5420,7500,6460,"2016-05","Nasik","Maharashtra",TRUE
"8439","navapur","ginger (fresh)",2016,"August",2,5000,5000,5000,"2016-08","Nandurbar","Maharashtra",TRUE
"8451","nashik","ginger (fresh)",2016,"September",919,4769,6374,5578,"2016-09","Nasik","Maharashtra",TRUE
"8462","pune-pimpri","ginger (fresh)",2016,"August",20,6000,6000,6000,"2016-08","Pune","Maharashtra",TRUE
"8480","pune-pimpri","ginger (fresh)",2016,"September",3,6000,6000,6000,"2016-09","Pune","Maharashtra",TRUE
"8485","ratanagari","ginger (fresh)",2016,"July",98,4300,6000,5080,"2016-07","Ratnagiri","Maharashtra",TRUE
"8492","islampur","ginger (fresh)",2016,"August",6,175,280,250,"2016-08","Sangli","Maharashtra",TRUE
"8504","islampur","ginger (fresh)",2016,"October",17,184,270,250,"2016-10","Sangli","Maharashtra",TRUE
"8507","islampur","ginger (fresh)",2016,"September",6,100,235,200,"2016-09","Sangli","Maharashtra",TRUE
"8556","islampur","ginger (fresh)",2016,"November",18,147,230,213,"2016-11","Sangli","Maharashtra",TRUE
"8575","atpadi","goats",2016,"April",354,4000,1600090,10000,"2016-04","Sangli","Maharashtra",TRUE
"8596","kolhapur-laxmipuri","gr.nut kernels",2016,"August",146,10317,10642,10454,"2016-08","Kolhapur","Maharashtra",TRUE
"8599","kolhapur-laxmipuri","gr.nut kernels",2016,"July",106,9704,10100,9900,"2016-07","Kolhapur","Maharashtra",TRUE
"8604","kolhapur-laxmipuri","gr.nut kernels",2016,"September",137,9609,10118,9864,"2016-09","Kolhapur","Maharashtra",TRUE
"8608","pune-pimpri","gr.nut kernels",2016,"February",83,4900,5200,5100,"2016-02","Pune","Maharashtra",TRUE
"8621","kalyan","gr.nut kernels",2016,"January",12,6000,6700,6425,"2016-01","Thane","Maharashtra",TRUE
"10006","pune","gram",2016,"October",2489,10844,11580,11281,"2016-10","Pune","Maharashtra",TRUE
"10528","pune","gram",2016,"November",1950,10300,11141,10786,"2016-11","Pune","Maharashtra",TRUE
"10600","karad","grapes",2016,"April",165,5591,7614,7614,"2016-04","Satara","Maharashtra",TRUE
"11231","akot","green gram",2016,"April",320,1085,1230,1158,"2016-04","Akola","Maharashtra",TRUE
"11445","nandura","green gram",2016,"June",6,7593,8074,8074,"2016-06","Buldhana","Maharashtra",TRUE
"11453","buldhana-dhad","green gram",2016,"May",300,1120,1400,1300,"2016-05","Buldhana","Maharashtra",TRUE
"11622","jafrabad","green gram",2016,"July",34,1400,1600,1500,"2016-07","Jalna","Maharashtra",TRUE
"11648","kolhapur-laxmipuri","green gram",2016,"April",197,7865,8240,8063,"2016-04","Kolhapur","Maharashtra",TRUE
"11650","kolhapur-laxmipuri","green gram",2016,"February",155,7975,8390,8204,"2016-02","Kolhapur","Maharashtra",TRUE
"11651","kolhapur-laxmipuri","green gram",2016,"January",167,8404,9060,8779,"2016-01","Kolhapur","Maharashtra",TRUE
